goodsNo,name,cat1,cat2,cat3,brand,imgUrl,price,ratingCnt,rating,capacity,mainPoint,useDate,howUse,material,link,feature1,feature2,feature3,skinTypeDry,skinTypeCombination,skinTypeOily,skinConcernsMoisturizing,skinConcernsSoothing,skinConcernsWrinkleWhitening,stimulationMild,stimulationCommon,stimulationHard
A000000167360,볼드포뮬러 미스트 토너 180ml,스킨케어,스킨/토너,스킨/토너,볼드포뮬러,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016736015ko.jpg?l=ko,"17,600",133,4.8,180ml,모든 피부용,"개봉전 36개월, 개봉후 12개월","건조함이 느껴질 때, 눈을 감고 얼굴에서 15~20cm 정도 거리를 두고 고르게 분사한 후 가볍게 흡수시켜 줍니다.
*면도로 자극받은 피부에 진정을 위해 고르게 분사한 후 가볍게 흡수시켜주세요.
*사용 전 가볍게 흔들어서 사용해 주세요.","정제수, 다이프로필렌글라이콜, 펜틸렌글라이콜, 트라이에틸시트레이트, 아이리쉬모스추출물, 자일리톨, 사탕수수추출물, 아틀라스시다나무껍질오일, 서양벌노랑이씨추출물, 백미꽃추출물, 파스향나무잎추출물, 로즈마리잎오일, 접시꽃추출물, 클레리오일, 캐모마일꽃오일, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 부틸렌글라이콜, 판테놀, 베타인, 폴리글리세릴-2올리에이트, 글리세린, 다이페닐다이메티콘, 트라이에틸헥사노인, 에틸헥실글리세린, 다이포타슘글리시리제이트, 소듐시트레이트, 석시닉애씨드, 1,2-헥산다이올, 하이드로제네이티드레시틴, 시트릭애씨드, 트로메타민, 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 카보머",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167360&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=278,피부타입,피부고민,자극도,15%,70%,15%,51%,47%,2%,68%,32%,0%
A000000167841,클럽맨리저브 데킬라티즈 에프터쉐이브 177ml,스킨케어,스킨/토너,스킨/토너,클럽맨피노드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016784102ko.jpg?l=ko,"20,000",24,4.7,177ml,모든피부용,"제조일로부터 (36개월/3년)이내의 상품을 순차적으로 발송, 유통기한 개봉후 2년 / 사용기한 제품에 별도 표기",모든 피부에 적합한 제품으로서 세안이나 면도 후 적당량을 손바닥에 덜어 부드럽게 펴 바르고 두드리 듯 흡수시켜줍니다.,"변성알코올, 정제수, 향료, 시트랄, 쿠마린, 리모넨, 리날룰",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167841&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=279,피부타입,피부고민,자극도,13%,71%,17%,17%,83%,0%,29%,50%,21%
A000000167843,클럽맨피노드 드래곤 노어 오데토일렛 414ml,스킨케어,스킨/토너,스킨/토너,클럽맨피노드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016784302ko.jpg?l=ko,"25,000",18,4.6,414ml,모든피부용,"제조일로부터 (36개월/3년)이내의 상품을 순차적으로 발송, 유통기한 개봉후 2년 / 사용기한 제품에 별도 표기",모든 피부에 적합한 제품으로서 세안이나 면도 후 적당량을 손바닥에 덜어 부드럽게 펴 바르고 두드리 듯 흡수시켜줍니다.,"변성알코올, 정제수, 향료, 벤질벤조에이트, 신남알, 시트랄, 시트로넬올, 쿠마린, 유제놀, 제라니올, 리모넨, 리날룰, 프로필렌글라이콜, 적색40호",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167843&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=280,피부타입,피부고민,자극도,6%,39%,56%,11%,89%,0%,6%,39%,56%
A000000167845,클럽맨피노드 스페셜리저브 에프터쉐이브코롱 177ml,스킨케어,스킨/토너,스킨/토너,클럽맨피노드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016784503ko.jpg?l=ko,"20,000",8,4.9,177ml,모든피부용,"제조일로부터 (36개월/3년)이내의 상품을 순차적으로 발송, 유통기한 개봉후 2년 / 사용기한 제품에 별도 표기",모든 피부에 적합한 제품으로서 세안이나 면도 후 적당량을 손바닥에 덜어 부드럽게 펴 바르고 두드리 듯 흡수시켜줍니다.,"변성알코올, 정제수, 향료, 알파-이소메칠이오논, 헥실신나몰, 녹색3호, 적색227호, 황색4호",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167845&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=281,피부타입,피부고민,자극도,25%,63%,13%,0%,100%,0%,25%,63%,13%
A000000166869,유리아쥬 이제악 토너 250ml 기획 (+듀얼패드화장솜30매 증정),스킨케어,스킨/토너,스킨/토너,유리아쥬,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016686901ko.jpg?l=ko,"28,000",112,4.8,[이제악 토너] 25ml,지복합성 피부 [모든 피부 타입],개봉 전 제조일로부터 3년/개봉 후 12개월,세안 후 코튼패드에 적당량을 덜어 얼굴 전체적으로 부드럽게 닦아내줍니다. 눈가는 피해서 사용해주세요.,"정제수,온천수*,에탄올,글리세린,글라이콜릭애씨드,말릭애씨드,소듐하이드록사이드,락틱애씨드,글라이신,피이지-40하이드로제네이티드캐스터오일,펜틸렌글라이콜,에스큘렌타렌즈콩씨추출물,소듐벤조에이트,향료",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166869&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=282,피부타입,피부고민,자극도,10%,51%,39%,20%,72%,8%,36%,40%,24%
A000000166585,[단독기획] 마녀공장 블랙헤드 킬토너 210ml 기획 (+퓨어클렌징오일 25ml),스킨케어,스킨/토너,스킨/토너,마녀공장,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016658506ko.jpg?l=ko,"20,000",200,4.6,본품 : 210ml / 증정품 : 25ml,지성 피부용 / 민감성 피부용,제조일로부터 24개월 / 개봉 후 12개월,세안 후 물기가 없는 얼굴에 본품 적당량을 취해 피부에 골고루 펴 바릅니다.,"정제수, 버지니아풍년화수(위치하젤수, 10%), 부틸렌글라이콜, 글리세레스-26, 글리세린, 1,2-헥산다이올, 포트마리골드추출물(카렌둘라추출물), 캐모마일꽃추출물, 티트리잎추출물, 녹차추출물, 알란토인, 달맞이꽃추출물, 감나무잎추출물, 포도추출물, 호장근뿌리추출물, 커피콩추출물, 잇꽃꽃추출물, 다이포타슘글리시리제이트, 밤껍질추출물, 초피나무열매추출물, 당느릅나무뿌리추출물, 칡뿌리추출물, 살리실릭애씨드, 대왕송잎추출물, 소듐시트레이트, 폴리글리세릴-4카프레이트, 폴리글리세릴-6카프릴레이트, 잔탄검, 하이드록시아세토페논, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 에틸헥실글리세린",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166585&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=283,피부타입,피부고민,자극도,21%,65%,15%,41%,56%,4%,56%,44%,2%
A000000166512,파넬 시카마누 토너 200ml,스킨케어,스킨/토너,스킨/토너,파넬,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016651204ko.jpg?l=ko,"18,500",178,4.7,200ml,모든 피부용,제조일로부터 36개월 / 개봉일로부터 12개월 (사용기한 : 최소 2025년 10월 30일 이후까지인 상품만을 취급),"세안 후 화장솜에 적셔 피부결에 따라 닦아 내거나, 적당량을 손에 덜어 얼굴에 펴 바른 후 톡톡 두르려 흡수시켜 줍니다.","정제수, 부틸렌글라이콜, 프로판다이올, 글리세린, 1,2-헥산다이올, 카보머, 병풀추출물(811ppm), 트로메타민, 에틸헥실글리세린, 시트릭애씨드, 다이소듐이디티에이, 소듐시트레이트, 락토바실러스발효용해물, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 천문동뿌리추출물, 흑효모발효물, 비피다발효용해물, 마카뿌리추출물, 폴리글리세릴-10라우레이트, 스트렙토코쿠스 테르모필루스발효물, 하이드로제네이티드레시틴, 펜틸렌글라이콜, 꿀추출물(1,050ppb), 마누카잎추출물(1,000ppb), 락토바실러스발효물, 마데카소사이드(1,000ppb), 카프릴로일살리실릭애씨드, 글루코노락톤, 세라마이드엔피, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 메도우폼씨오일, 피토스핑고신",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166512&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=284,피부타입,피부고민,자극도,31%,58%,11%,38%,62%,0%,75%,25%,0%
A000000166383,김정문알로에 큐어 워터 젤리 토너 기획 세트 500ml+50ml[대용량기획],스킨케어,스킨/토너,스킨/토너,큐어,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016638312ko.jpg?l=ko,"23,900",303,4.8,500ml + 50ml,모든 피부 타입,"개봉 전 36개월, 개봉 후 12개월",세안 후 스킨케어 첫 단계에서 손이나 화장솜에 적당량 덜어 피부결에 따라 부드럽게 흡수시켜줍니다.,"알로에베라잎즙, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 알란토인, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 글루코락톤, 엑토인, 판테놀, 병풀추출물, 소듐시트레이트, 소듐하이알루로네이트",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166383&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=285,피부타입,피부고민,자극도,21%,62%,17%,40%,60%,1%,76%,24%,1%
A000000164396,차앤박(CNP) 옴므랩 프레쉬 토너 120ml,스킨케어,스킨/토너,스킨/토너,차앤박옴므,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016439601ko.jpg?l=ko,"28,000",37,4.8,120ml,모든 피부용,36개월/개봉 후 사용기간 12개월,"1. 아침/저녁 옴므 클렌저로 세안을 한 후 1~2회 펌핑 하여 피부결을 따라 고르게 발라줍니다.
2. 면도한 부위를 신경써서 듬뿍바르시거나, 화장솜에 듬뿍 묻혀서 얹어두시면 더욱 좋습니다.","정제수, 다이프로필렌글라이콜, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 피이지-60하이드로제네이티드캐스터오일, 부틸렌글라이콜, 판테놀, 알란토인, 오렌지오일, 징크피씨에이, 베르가모트오일, 왕귤껍질오일, 센티드제라늄꽃오일, 쇠비름추출물, 필리핀오렌지껍질오일, 라반딘오일, 일랑일랑꽃오일, 메틸프로판다이올, 아틀라스시다나무껍질오일, 세드랏껍질오일, 타우린, 스피어민트잎오일, 육계전초오일, 커피콩추출물, 글리시레티닉애씨드, 트라이소듐이디티에이, 리모넨, 리날룰, 시트로넬올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164396&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=286,피부타입,피부고민,자극도,11%,73%,16%,49%,49%,3%,62%,38%,0%
A000000164474,플리프 시카-알로에 프레쉬 스킨 200ml 기획세트 (+50ml 증정),스킨케어,스킨/토너,스킨/토너,플리프,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016447404ko.jpg?l=ko,"18,000",653,4.9,■ 200ml+50ml,모든 피부타입,제조일로부터 3년,세안 후 적당량을 취해 얼굴에 부드럽게 펴 발라줍니다.,"알로에베라잎추출물,부틸렌글라이콜,병풀추출물,나이아신아마이드,베타인,프로판다이올,안젤리카추출물,레이디스맨틀추출물,아이브라이트추출물,락토바실러스발효용해물,대왕송잎추출물,당느릅나무뿌리추출물,달맞이꽃추출물,칡뿌리추출물,오이열매추출물,파파야열매추출물,판테놀,카프릴로일살리실릭애씨드,소듐하이알루로네이트,옥틸도데세스-16,알란토인,카보머,아데노신,정제수,트로메타민,다이소듐이디티에이,1,2-헥산다이올,하이드록시아세토페논,에틸헥실글리세린,레몬오일,오렌지껍질오일,베르가모트오일,리모넨",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164474&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=287,피부타입,피부고민,자극도,22%,47%,31%,36%,62%,2%,76%,24%,0%
A000000159264,마몽드 로즈 워터 토너 250ml,스킨케어,스킨/토너,스킨/토너,마몽드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015926401ko.jpg?l=ko,"12,600",680,4.9,250ml,물 대신 장미수 90.97%를 함유하여 닦을수록 촉촉한 진정 보습 장미수 토너,개봉 전 36개월 개봉 후 12개월,"세안후 화장솜에 덜어 피부결을 따라 부드럽게 닦아내거나, 손바닥에 적당량을 덜어 흡수시켜줍니다.","다마스크장미꽃수(90.97%), 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 카보머, 에틸헥실글리세린, 다이소듐이디티에이, 트로메타민, 알란토인, 다마스크장미꽃추출물(0.01%), 정제수, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159264&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=288,피부타입,피부고민,자극도,30%,65%,5%,53%,47%,0%,67%,33%,0%
A000000165266,[면도후진정]아이디얼포맨 프레시 애프터쉐이브 수딩토너 260ml,스킨케어,스킨/토너,스킨/토너,아이디얼포맨,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016526603ko.jpg?l=ko,"14,700",275,4.9,260ml,모든 피부용,"제조일로부터 30개월, 개봉 후 12개월","세안, 면도 후 적당량을 덜어 피부결을 따라 고르게 바르고 가볍게 두드려 흡수시켜줍니다.
Tip) 각질 집중 관리가 필요한 경우, 화장솜에 충분히 적신 후 피부결을 따라 부드럽게 닦아냅니다.","정제수, 에탄올, 프로판다이올, 나이아신아마이드, 1,2-헥산다이올, 부틸렌글라이콜, 폴리글리세릴-10라우레이트, 다이포타슘글리시리제이트, 메틸다이아이소프로필프로피온아마이드, 에틸헥실글리세린, 녹차수, 티트리잎추출물, 흰버드나무껍질추출물, 글리세린, 라벤더추출물, 소나무잎추출물, 애플민트잎추출물, 콘민트잎추출물, 타임잎추출물, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 해수, 마데카소사이드, 펜틸렌글라이콜, 소듐아세틸레이티드하이알루로네이트, 플랑크톤추출물, 향료",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165266&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=289,피부타입,피부고민,자극도,28%,57%,16%,29%,69%,2%,55%,45%,0%
A000000201363,[NEW] 아비브 부활초 파하 토너 스킨부스터 200ml,스킨케어,스킨/토너,스킨/토너,아비브,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0020/A00000020136301ko.jpg?l=ko,"16,100",17,4.7,200ml,모든 피부용,"제조일로부터 36개월, 개봉후 12개월","세안 후, 손바닥에 덜어 피부결을 따라 부드럽게 흡수시켜 줍니다.","정제수, 프로판다이올, 부틸렌글라이콜, 글루코노락톤, 글리세린, 나이아신아마이드, 2,3-부탄다이올, 트로메타민, 1,2-헥산다이올, 트루로즈오브예리코추출물, 다이프로필렌글라이콜, 스핑고모나스발효추출물, 락토바실러스발효물, 카카오추출물, 소듐하이알루로네이트, 병풀추출물, 병풀잎추출물, 병풀뿌리추출물, 드럼스틱씨오일, 비피다발효여과물, 글리세레스-26, 폴리아크릴레이트크로스폴리머-6, C12-14알케스-12, 하이드록시아세토페논, 하이드롤라이즈드스클레로튬검, 에틸헥실글리세린, 아데노신, 세틸에틸헥사노에이트, 폴리쿼터늄-51, 스쿠알란, 하이드로제네이티드레시틴, 카프릴릭/카프릭트라이글리세라이드, 덱스트린, 토코페롤, 판테놀, 바쿠치올, 엑토인, 트레할로오스, 세라마이드엔피, 피토스핑고신, 옥틸도데칸올, 폴리글리세릴-10라우레이트, 포스파티딜콜린, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 글라이코리피드, 솔비톨, 마데카소사이드, 카퍼트라이펩타이드-1, 아세틸헥사펩타이드-8, 다이소듐이디티에이",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201363&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=290,피부타입,피부고민,자극도,35%,53%,12%,71%,29%,0%,88%,12%,0%
A000000165364,AHC 허브솔루션 로즈 토너 500ml,스킨케어,스킨/토너,스킨/토너,AHC,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016536401ko.jpg?l=ko,"11,900",32,4.7,500ml,모든 피부용,개봉 전: 3년 이내 / 개봉 후 1년 이내,세안 후 적당량을 화장솜에 덜어 피부결을 따라 얼굴 안쪽부터 바깥쪽으로 고루 펴 바릅니다.,"정제수, 프로방스장미꽃수(48,900mg), 글리세린, 다이프로필렌글라이콜, 에탄올, 펜틸렌글라이콜, 사과수, 석류나무추출물, 코치닐선인장열매추출물(0.25mg), 꿀추출물(0.25mg), 로즈마리잎추출물(0.05mg), 소듐하이알루로네이트, 부틸렌글라이콜, 프로판다이올, 피이지-60하이드로제네이티드캐스터오일, 옥틸도데세스-16, 카프릴릴글라이콜, 트로메타민, 글리세릴카프릴레이트, 폴리글루타믹애씨드, 에틸헥실글리세린, 카보머, 다이소듐이디티에이, 페녹시에탄올, 향료",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165364&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=291,피부타입,피부고민,자극도,34%,59%,7%,72%,25%,3%,66%,34%,0%
